Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
30/07/2018,"2 STRADONE STREET, BALLYJAMESDUFF, CO CAVAN",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2018,"ANNE ST, BAILIEBOROUGH, CAVAN",,Cavan,"€54,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2018,"LEITRIM, BAILIEBOROUGH, CAVAN",,Cavan,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2018,"57 CASTLEMANOR, BILLIS NURSING HOME, BILLIS",,Cavan,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2018,"5 UPPER MAIN ST, KILNALECK, CAVAN",,Cavan,"€35,955.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2018,"NO. 57 COLLEGE STREET, CAVAN",,Cavan,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"21 CHURCH VIEW, BALLYHAISE, CAVAN",,Cavan,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"33 AN TOR AONARACH, ROCKS ROAD, KINGSCOURT",,Cavan,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"5 PRIMROSE HILL, ROCKLANDS, CAVAN",,Cavan,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"8 PERCY FRENCH PLACE, BALLYJAMESDUFF, CAVAN",,Cavan,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"CARRICKNAVEAGH, KILLENKERE, VIRGINIA",,Cavan,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"CORLECKAGH, GLANGELVIN, CAVAN",,Cavan,"€66,300.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"No 5 Railway Cottages, Swellan, Cavan",,Cavan,"€149,493.39",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/08/2018,"22 ARD AOIBHINN, FARNHAM RD, CAVAN",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2018,"6 BROOK AVE, ROCKLANDS, CAVAN",,Cavan,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2018,"HILLSIDE, ATHBARA, CAVAN",,Cavan,"€147,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2018,"KILSARAN, LOUGHDUFF, CAVAN",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2018,"LISNAGEER, COOTEHILL, CAVAN",,Cavan,"€26,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
09/08/2018,"7 HOLBORN HILL, BELTURBET, CAVAN",,Cavan,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2018,"RYEFIELD, CASTLERAHAN, COUNTY CAVAN",,Cavan,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2018,"TOAM, BLACKLION, CO CAVAN",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2018,"15 BEECH HILL, LATT, CAVAN",,Cavan,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2018,"8 THE LODGES, CORNADARRAGH, BELTURBET",,Cavan,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2018,"24 THE BEECHES, DRUMGOLA WOOD, CAVAN",,Cavan,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2018,"9 GORTOORLAN, BALLYCONNELL, CAVAN",,Cavan,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2018,"CLARE, CROSSERLOUGH, BALLYJAMESDUFF",,Cavan,"€202,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2018,"Curkish, Bailieborough",,Cavan,"€68,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/08/2018,"1 DARTRY PARK, COOTEHILL, CAVAN",,Cavan,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"12 MAGHERANURE, CAVAN RD, COOTEHILL",,Cavan,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"17 ARDAN, CAVAN",,Cavan,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"43 DARTRY PK, COOTEHILL, CAVAN",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2018,"6 ROCKFIELD HEIGHTS, KINGSCOURT, CAVAN",,Cavan,"€94,295.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/08/2018,"APT 1, CLUAIN AOIBHINN COURT, SWELLAN",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"11 PARKVIEW, BALLYJAMESDUFF, CAVAN",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"12 RIVERRUN, LOUTH DOOLEY, BELTURBET",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"45 ASHBROOK MANOR, CAVAN, CAVAN",,Cavan,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"60 RIVER CRESCENT, VIRGINIA, CAVAN",,Cavan,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"7 RAMPART VIEW, VIRGINIA, CAVAN",,Cavan,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"APARTMENT 20 JOHNSTON COURT, CHURCH ST, CAVAN",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"CORNAKILL, MULLAGH, CAVAN",,Cavan,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"KILMORE, BALLYJAMESDUFF, CO CAVAN",,Cavan,"€43,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"13 MULLACH MOR, MULLAGH, CO CAVAN",,Cavan,"€97,317.00",Yes,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"4 LAKEVIEW, VIRGINIA, CAVAN",,Cavan,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"7 CLUAIN MULLACH, KELLS RD, CAVAN",,Cavan,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"ARDLENY, KILNALECK, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"ROGARY, MILLTOWN, BELTURBET",,Cavan,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"Unit 6 Railway Cottages, Swellan, Cavan",,Cavan,"€149,557.51",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/08/2018,"15 Derryoaks, Ballyconnell",,Cavan,"€135,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/08/2018,"3 WATERFERN AVE, ROCKLANDS, DRUMALEE",,Cavan,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2018,"SNACKIEL, KILLESHANDRA, CAVAN",,Cavan,"€30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/08/2018,"KILMACARAN, SHERCOCK, CAVAN",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2018,"OWENDOON, OWENGALLEES, BAWNBOY",,Cavan,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"20 AMBERWOOD, BALLYCONNELL, CAVAN",,Cavan,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"3 DERRYLURGAN COURT, CAVAN RD, BALLYJAMESDUFF",,Cavan,"€74,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"6 ARDAN, BALLINAGH RD, CAVAN",,Cavan,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"8 Rockfield Heights, Rocks Road",,Cavan,"€103,105.73",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/08/2018,"12 Bawn Villas, Bawnboy",,Cavan,"€61,674.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/08/2018,"80 Creighan Manor, Cavan",,Cavan,"€134,801.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
27/08/2018,"51 ARD DUN, LISANISKY, KINGSCOURT",,Cavan,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2018,"54 HOLBORN HILL, BELTURBET, CAVAN",,Cavan,"€91,532.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2018,"LANNIGANS LODGE, CORNAGROW, MILLTOWN",,Cavan,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2018,"26 BRIDGE ST, BELTURBET, CO CAVAN",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2018,"5 THE CALLAGHS, RIVERVALLEY, BALLYCONNEL",,Cavan,"€108,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2018,"CRUBANY, CAVAN",,Cavan,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2018,"13 JOHNSTON COURT, CHURCH ST, CAVAN",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2018,"16 JOHNSTOWN COURT, CHURCH STREET, CAVAN",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2018,"35 KEADUE, CAVAN",,Cavan,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2018,"7 TAIRBIRT HALL, NOGHAN, BELTURBET",,Cavan,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2018,"LISDFUFF, KILNALECK, COUNTY CAVAN",,Cavan,"€69,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2018,"18 ARDAN, BALLINAGH RD, CAVAN",,Cavan,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2018,"32 ERNE CT, BELTURBET, CAVAN",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2018,"43 CLEMENTSTOWN, COOTEHILL, CAVAN",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2018,"APRIL COTTAGE  ROY, GARADICE, KILLYMORIARTY",,Cavan,"€184,950.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2018,"AUGHNASKEAGH, MOUNTNUGENT, COUNTY CAVAN",,Cavan,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2018,"CARRICKACREENY, SHERCOCK, CAVAN",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2018,"25 ASHBROOK MANOR, MOYNEHALL, CAVAN",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2018,"ARDLOUGHER, CLONTYGRIGNY, BALLYCONNELL",,Cavan,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2018,"31 RING VIEW, GORTNAKESH, CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2018,"40  Drumalee Manor, Drumalee",,Cavan,"€120,395.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/09/2018,"41  Drumalee Manor, Drumalee",,Cavan,"€120,395.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/09/2018,"42  Drumalee Manor, Drumalee",,Cavan,"€120,395.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/09/2018,"43 Drumalee Manor, Drumalee",,Cavan,"€120,395.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/09/2018,"44  Drumalee Manor, Drumalee",,Cavan,"€120,395.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/09/2018,"NIB BANK RESIDENCE, BECTIVE PLACE, VIRGINIA",,Cavan,"€10,880.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2018,"CORFEEHONE, POLES, CAVAN",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2018,"THE HAWTHORNS, TEEBOY, CORLOUGH",,Cavan,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2018,"26 RIVER VALLEY, BALLYCONNELL, CAVAN",,Cavan,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2018,"10 BRIDGE ST, COOTEHILL, CAVAN",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2018,"11 ROCKLANDS, DRUMALEE, CAVAN",,Cavan,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2018,"19 BOTHAR BUILDING, BALLYCONNEL, CAVAN",,Cavan,"€85,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2018,"20 HOLBORN HILL, BELTURBET, CAVAN",,Cavan,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2018,"CALLANAGH UPPER, KILCOGY, CAVAN",,Cavan,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2018,"MAYFIELD, BALLYHEADY, BALLYCONNELL",,Cavan,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2018,"ROCK HOUSE, KILNAVARRAGH LANE, CAVAN TOWN",,Cavan,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2018,"25 HAWTHORN HILL, RAKEEVAN, BAILIEBOROUGH",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2018,"28 KILNAVARA HEIGHTS, CAVAN, CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2018,"LISMACANICAN, MOUNTNUGENT, CAVAN",,Cavan,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2018,"MULLACROGHERY, TULLYGARVEY, BALLYHAISE",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2018,"16 NEWCOURT, CAVAN, CAVAN",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2018,"3 THORNDALE CLOSE, ROCKS RD, KINGSCOURT",,Cavan,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2018,"4 DERRYLURGAN COURT, CAVAN RD, BALLYJAMESDUFF",,Cavan,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2018,"5 PARK VIEW, BALLYJAMESDUFF, CAVAN",,Cavan,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2018,"DRUMERSEE, SWANLINBAR, CAVAN",,Cavan,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"62 OAK MANOR, DRUMGOLA WOOD, CAVAN",,Cavan,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"CORAS MONGAN, BAWNBOY, CAVAN",,Cavan,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"L23 CORNADARRAGH, BELTURBET, FOREST PARK",,Cavan,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"MICK MAGEES COTTAGE, LEGAGINNEY, BALLLINAGH",,Cavan,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2018,"31 BRIDGE STREET, COOTEHILL, CO CAVAN",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2018,"DRUMLOGHER, BAWNBOY, CAVAN",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2018,"30 MAPLE CT, RAKEEVAN, BAILIEBOROUGH",,Cavan,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2010,"No.4 Cnoc Bofin, Dromod",,Leitrim,"€248,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/01/2010,"12 Cois Abhainn, Leitrim Village",,Leitrim,"€140,969.16",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
25/01/2010,"10  Croi Na Carraige, Keshcarrigan",,Leitrim,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2010,"Beaghmore, Carrigallen",,Leitrim,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2010,"24 The Acres, Dromahair",,Leitrim,"€185,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/02/2010,"ROSSMORE HOUSE, TOWNSFIELD, MANORHAMILTON",,Leitrim,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2010,"Convent Avenue, Drumshanbo",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2010,"High Street, Ballinamore",,Leitrim,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2010,"Beagh, Dromahair",,Leitrim,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2010,"17 Pairc Beag, Lis Cara, Carrick-on-Shannon",,Leitrim,"€125,704.07",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
25/02/2010,"No.7 Lough Meen, Drumkeerin",,Leitrim,"€99,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/03/2010,"3 Kingston Terrace, Carrick.on.Shannon",,Leitrim,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2010,"Aughadruminshin, Carrigallen, Co. Leitrim",,Leitrim,"€158,591.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/03/2010,"16 Mill Race, Manorhamilton",,Leitrim,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2010,"5 Woodgreen, Dromahair",,Leitrim,"€92,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/03/2010,"Carrowallen, Mullaboy, Carrigallen",,Leitrim,"€117,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2010,"Fivepoundland, Manorhamilton",,Leitrim,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2010,"7 Drowes Close, Tullaghan",,Leitrim,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2010,"Gortyclery, Mohill, Leitrim",,Leitrim,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2010,"Carrigeen, Mooncoin",,Leitrim,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2010,"No 4 Cluain Ard, Carrick-on-Shannon",,Leitrim,"€175,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2010,"No 1. St. Ciallian's View, Fenagh",,Leitrim,"€180,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
13/04/2010,"6 An Grianan, Drumshanbo",,Leitrim,"€140,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/04/2010,"LUGALUSTRAN, LECKAUN",,Leitrim,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2010,"32 Shannon Gael, Croghan Road, Carrick-on-Shannon",,Leitrim,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/04/2010,"4  Hollypark, Leitrim Village",,Leitrim,"€132,158.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
19/04/2010,"2  Dartry View, Kinlough",,Leitrim,"€229,074.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
19/04/2010,"31  Dartry View, Kinlough",,Leitrim,"€158,590.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/04/2010,"Tawley, Castlegal",,Leitrim,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2010,"10 Allenbrook, Drumshanbo",,Leitrim,"€155,233.02",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/04/2010,"Killarkin, Leitrim Village",,Leitrim,"€180,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/04/2010,"13 Hillcrest, Stonebridge, Dromahair",,Leitrim,"€186,435.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/04/2010,"Drumarigna, Ballinamore",,Leitrim,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2010,"lake View House, Lonaugh, belhavel Drumkeeran",,Leitrim,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2010,"23 Cois Locha, Carrigallen",,Leitrim,"€106,916.29",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/05/2010,"43 Carbry Coast, Tullaghan",,Leitrim,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2010,"1 Glenn Dara, Tully, Ballinamore",,Leitrim,"€48,458.14",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/05/2010,"The Gables, Tonnagh, Carrick on Shannon",,Leitrim,"€349,965.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2010,"Corrawallen, Carrigallen",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2010,"20 Hillcrest, Stonebridge, Drumahair",,Leitrim,"€130,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/05/2010,"'Holly Cottage', Magheramore, Glenade",,Leitrim,"€53,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2010,"23A Oakfield Manor, Kinlough",,Leitrim,"€105,727.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/05/2010,"Aghadunvane, Kinlough",,Leitrim,"€193,832.59",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/05/2010,"16 Cluain Oir, Liscarra, Carrick On Shannon",,Leitrim,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/05/2010,"Meiltron, Carrigallen",,Leitrim,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2010,"No.12, Windmill Park, Drumkeerin",,Leitrim,"€80,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/06/2010,"24 Hillcrest, Stonebridge, Dromahaire",,Leitrim,"€110,132.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/06/2010,"22 HILLCREST, STONEBRIDGE",,Leitrim,"€119,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/06/2010,"25 CASTLEFIELD, STONEBRIDGE, DROMAHAIR",,Leitrim,"€119,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/06/2010,"Greaghnafarna, Dromahair",,Leitrim,"€155,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
16/06/2010,"Derrinkeher, Ballinamore",,Leitrim,"€52,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2010,"1 Hillcrest, Stonebridge, Dromahaire",,Leitrim,"€140,969.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/06/2010,"Aughagrania, Drumshanbo",,Leitrim,"€53,375.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2010,"Doolargy Glebe, Newbridge, Dowra",,Leitrim,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2010,"No 1 Green Lane, Mohill",,Leitrim,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2010,"No 14 Windmill Park, Drumkeeran",,Leitrim,"€80,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/07/2010,"Lisgorman, Killargue",,Leitrim,"€85,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/07/2010,"Gortnasillagh East, Drumkeerin",,Leitrim,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2010,"9 boderg, shannon court, carrick on shannon",,Leitrim,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2010,"Aghamore, Mohill",,Leitrim,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2010,"Sruhaun, Fenagh",,Leitrim,"€175,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2010,"37 CARBRY COAST, TULLAGHAN",,Leitrim,"€170,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
16/07/2010,"Cully, Garadice",,Leitrim,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2010,"drumboy, mohill",,Leitrim,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2010,"drumboy, mohill",,Leitrim,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2010,"Derrynahona, Ballinaglera",,Leitrim,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2010,"Drumshanbo Road, Leitrim Village",,Leitrim,"€176,100.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/07/2010,"10 Mount Temple, Carrick on Shannon",,Leitrim,"€152,750.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2010,"26 Hillcrest, Stonebridge, Dromahaire",,Leitrim,"€114,537.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/07/2010,"27 Castlefield, Stonebridge, Dromhair",,Leitrim,"€103,186.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/07/2010,"25 Hillcrest, Stonebridge, Dromahair",,Leitrim,"€130,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/07/2010,"Apartment 15, The Plaza  Central Park, Carrick on Shannon",,Leitrim,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2010,"Kiltyclogher, Kiltyclogher",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2010,"Aghaderrard, Kinlough",,Leitrim,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2010,"No. 3 Hillcrest, Stonebridge, Dromahaire",,Leitrim,"€112,229.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/08/2010,"Corrachoosaun, Foxfield, Ballinamore",,Leitrim,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2010,"21 Drowes Close, Tullaghan, County Leitrim",,Leitrim,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2010,"2 CLuain Oir, Leitrim Village",,Leitrim,"€184,537.44",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/08/2010,"Gortinty, Drumsna",,Leitrim,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2010,"Apartment No. 11  Allen Apartments, Shannon Court, Carrick-on-Shannon",,Leitrim,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2010,"2 Druim Cala, Dromod, Co. Leitrim",,Leitrim,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2010,"Corcusonny, Dromahair, Co. Leitrim",,Leitrim,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
